Publishing_Year;Book_Name;Author;Language_Code;Author_Rating;Book_Average_Rating;Book_Ratings_Count;Genre;Gross_Sales;Publisher_Revenue_Verlagumsatz;Sale_Price;Sale_Rank;Publisher;Units_Sold;Buchtitel;Verfilmt?;;
2001;Lirael;Garth Nix;en-US;Excellent;47209;78903;genre fiction;876.66;525.996;25.385,00  ;957;Penguin Group (USA) LLC;2889;Lirael;Nein;Horton Hears a Who!;Ja
2006;School's Out Forever;James Patterson;en-US;Excellent;42461;90157;fiction;340.86;204.516;36.192,00  ;958;Amazon Digital Services,  Inc.;2889;School's Out Forever;Nein;The Blind Side: Evolution of a Game;Ja
2007;é»’åŸ·äº‹ I [Kuroshitsuji I];Yana Toboso, Tomo Kimura;eng;Excellent;13606;74378;nonfiction;1366.86;820.116;36.465,00  ;960;Penguin Group (USA) LLC;2889;Kuroshitsuji I;Ja;Lirael;Nein
2015;Winter;Marissa Meyer;eng;Famous;17989;100464;nonfiction;397.86;0.0;17.958,00  ;961;Amazon Digital Services,  Inc.;2889;Winter;Nein;School's Out Forever;Nein
1886;The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror ;Robert Louis Stevenson, Robert Mighall;eng;Intermediate;34394;80299;genre fiction;568.86;341.316;36.251,00  ;963;Random House LLC;2889;The Strange Case of Dr. Jekyll and Mr. Hyde;Ja;Kuroshitsuji I;Ja
2012;;Emily Seife;en-US;Famous;45751;67264;genre fiction;340.86;0.0;36.192,00  ;963;Amazon Digital Services,  Inc.;2889;;;Winter;Nein
2008;The Painted Man;Peter V. Brett;eng;Excellent;46478;64416;genre fiction;454.86;272.916;36.220,00  ;966;Amazon Digital Services,  Inc.;2889;The Painted Man;Nein;The Strange Case of Dr. Jekyll and Mr. Hyde;Ja
1678;;John Bunyan;;Intermediate;35855;67777;genre fiction;856.14;513.684;18.810,00  ;967;Penguin Group (USA) LLC;2889;John Bunyan (Pilgrim's Progress);Ja;The Painted Man;Nein
2005;One Shot;Lee Child;eng;Excellent;45692;63335;genre fiction;340.86;204.516;36.192,00  ;968;Simon and Schuster Digital Sales Inc;2889;One Shot;Ja;John Bunyan (Pilgrim's Progress);Ja
2012;The Serpent's Shadow;Rick Riordan;eng;Excellent;46844;82757;genre fiction;345.42;0.0;45.719,00  ;968;Amazon Digital Services,  Inc.;2889;The Serpent's Shadow;Nein;One Shot;Ja
2008;Duma Key;Stephen King;en-US;Intermediate;34029;73807;genre fiction;844.74;506.844;15.158,00  ;969;Macmillan;2889;Duma Key;Nein;The Serpent's Shadow;Nein
2006;The Shifting Fog;Kate Morton;eng;Intermediate;34029;69948;genre fiction;228.0;0.0;2.0;970;Amazon Digital Services,  Inc.;2889;The Shifting Fog;Nein;Duma Key;Nein
2000;;Robert Jordan;en-US;Intermediate;33664;71355;fiction;597.36;358.416;45.413,00  ;970;Amazon Digital Services,  Inc.;2889;Robert Jordan (Wheel of Time Series);Ja;The Shifting Fog;Nein
2006;Proven Guilty;Jim Butcher;eng;Famous;15067;75133;genre fiction;778.62;467.172;30.468,00  ;971;Simon and Schuster Digital Sales Inc;2889;Proven Guilty;Ja;Robert Jordan (Wheel of Time Series);Ja
1864;Ð—Ð°Ð¿Ð¸ÑÐºÐ¸ Ð¸Ð· Ð¿Ð¾Ð´Ð¿Ð¾Ð»ÑŒÑ;Fyodor Dostoyevsky, Andrew R. MacAndrew, Ben Marcus;eng;Excellent;42826;65900;genre fiction;910.86;546.516;36.342,00  ;971;Random House LLC;2889;Fyodor Dostoyevsky (Ausz�ge);Nein;Proven Guilty;Ja
1940;The Heart is a Lonely Hunter;Carson McCullers;eng;Intermediate;35490;67643;genre fiction;454.86;0.0;36.220,00  ;972;Amazon Digital Services,  Inc.;2889;The Heart is a Lonely Hunter;Ja;Fyodor Dostoyevsky (Ausz�ge);Nein
2014;The Infinite Sea;Rick Yancey;eng;Intermediate;34394;78314;genre fiction;454.86;0.0;36.220,00  ;973;Amazon Digital Services,  Inc.;2889;The Infinite Sea;Nein;The Heart is a Lonely Hunter;Ja
1958;The Once and Future King;T.H. White;eng;Excellent;45873;76911;nonfiction;746.7;448.02;20.241,00  ;973;Macmillan;2889;The Once and Future King;Ja;The Infinite Sea;Nein
1992;Small Gods;Terry Pratchett;en-GB;Excellent;46478;72588;genre fiction;1220.4;732.24;45.879,00  ;977;HarperCollins Publishers;2889;Small Gods;Nein;The Once and Future King;Ja
1999;Bud, Not Buddy;Christopher Paul Curtis;eng;Intermediate;32568;73000;genre fiction;431.66;258.996;30.011,00  ;980;Amazon Digital Services,  Inc.;2889;Bud, Not Buddy;Ja;Small Gods;Nein
2006;;Alison Bechdel;eng;Excellent;45995;48305;genre fiction;902.87;541.722;36.342,00  ;981;Hachette Book Group;2889;Alison Bechdel (Graphic Novel);Nein;Bud, Not Buddy;Ja
2007;Predictably Irrational: The Hidden Forces that Shape Our Decisions;Dan Ariely;en-US;Excellent;45661;61496;genre fiction;563.87;0.0;36.251,00  ;982;Amazon Digital Services,  Inc.;2889;Predictably Irrational;Nein;Alison Bechdel (Graphic Novel);Nein
2012;Ø§Ù„ÙÙŠÙ„ Ø§Ù„Ø£Ø²Ø±Ù‚;Ø£Ø­Ù…Ø¯ Ù…Ø±Ø§Ø¯;ara;Intermediate;45872;53187;nonfiction;1128.87;677.322;36.404,00  ;984;Amazon Digital Services,  Inc.;2889;;;Predictably Irrational;Nein
1980;The Indian in the Cupboard;Lynne Reid Banks;eng;Intermediate;32568;77046;genre fiction;450.87;0.0;36.220,00  ;985;Amazon Digital Services,  Inc.;2889;The Indian in the Cupboard;Ja;The Indian in the Cupboard;Ja
2012;A Memory of Light;Robert Jordan, Brandon Sanderson;eng;Famous;45781;68410;genre fiction;450.87;0.0;36.220,00  ;986;Amazon Digital Services,  Inc.;2889;A Memory of Light (Wheel of Time Finale);Ja;A Memory of Light (Wheel of Time Finale);Ja
2012;Me and Earl and the Dying Girl;Jesse Andrews;en-US;Intermediate;21245;82270;nonfiction;1241.87;745.122;36.434,00  ;988;Random House LLC;2889;Me and Earl and the Dying Girl;Ja;Me and Earl and the Dying Girl;Ja
2010;The Ugly Truth;Jeff Kinney;en-US;Excellent;42461;68701;nonfiction;111.87;67.122;0.99;990;Amazon Digital Services,  Inc.;2889;The Ugly Truth;Nein;The Ugly Truth;Nein
2002;Janet Evanovich Three and Four Two-Book Set (Stephanie Plum, #3-4);Janet Evanovich;;Excellent;12510;63691;genre fiction;169.5;101.7;45.778,00  ;992;HarperCollins Publishers;2889;Janet Evanovich (Stephanie Plum, #3-4);Nein;Janet Evanovich (Stephanie Plum, #3-4);Nein
1998;The Surgeon of Crowthorne: a tale of murder, madness & the love of words;Simon Winchester;eng;Intermediate;30742;71411;genre fiction;450.87;270.522;36.220,00  ;993;Simon and Schuster Digital Sales Inc;2862;The Surgeon of Crowthorne;Nein;The Surgeon of Crowthorne;Nein
2002;2nd Chance;James Patterson, Andrew Gross;eng;Excellent;45661;68834;genre fiction;1388.77;833.262;47.453,00  ;993;HarperCollins Publishers;2862;2nd Chance (Patterson/Gross Thriller);Nein;2nd Chance (Patterson/Gross Thriller);Nein
1986;The Complete Maus;Art Spiegelman;en-GB;Famous;19450;76785;nonfiction;111.87;67.122;0.99;994;Amazon Digital Services,  Inc.;2862;The Complete Maus;Nein;The Complete Maus;Nein
2001;The Eyre Affair;Jasper Fforde;en-US;Intermediate;33664;85683;nonfiction;111.87;67.122;0.99;995;Amazon Digital Services,  Inc.;2862;The Eyre Affair;Nein;The Eyre Affair;Nein
1989;Anne Rice's The Vampire Lestat: The Graphic Novel;Faye Perozich, Anne Rice, John Bolton, Daerick GrÃ¶ss;en-GB;Excellent;42826;61842;genre fiction;111.87;0.0;0.99;996;Amazon Digital Services,  Inc.;2862;Anne Rice's The Vampire Lestat (Graphic Novel);Nein;Anne Rice's The Vampire Lestat (Graphic Novel);Nein
1978;;Louis Sachar, Adam McCauley;eng;Excellent;41730;74121;genre fiction;864.45;518.67;23.924,00  ;997;Penguin Group (USA) LLC;2862;Louis Sachar;Nein;Louis Sachar;Nein
1998;The Art of Happiness: A Handbook for Living;Dalai Lama XIV, Howard C. Cutler;eng;Excellent;41730;61498;nonfiction;1327.75;796.65;27.699,00  ;1000;Random House LLC;2862;The Art of Happiness;Nein;The Art of Happiness;Nein
2014;The Bone Clocks;David Mitchell;eng;Intermediate;29646;53151;genre fiction;781.96;469.176;33.756,00  ;1001;Random House LLC;2862;The Bone Clocks;Nein;The Bone Clocks;Nein
1998;Black and Blue;Anna Quindlen;eng;Intermediate;31472;67753;genre fiction;450.87;270.522;36.220,00  ;1001;Amazon Digital Services,  Inc.;2862;Black and Blue;Nein;Black and Blue;Nein
2010;;L.J. Smith, Kevin Williamson, Julie Plec;en-US;Excellent;45661;59715;genre fiction;337.87;0.0;36.192,00  ;1004;Amazon Digital Services,  Inc.;2862;L.J. Smith (Vampire Diaries B�cher);Ja;L.J. Smith (Vampire Diaries B�cher);Ja
2004;The Last Juror;John Grisham;eng;Intermediate;31107;63114;nonfiction;970.67;582.402;21.763,00  ;1005;Penguin Group (USA) LLC;2862;The Last Juror;Ja;The Last Juror;Ja
2003;Diary;Chuck Palahniuk;eng;Intermediate;45811;58428;genre fiction;1015.87;609.522;36.373,00  ;1006;Hachette Book Group;2862;Diary (Palahniuk);Nein;Diary (Palahniuk);Nein
2005;Eleven on Top;Janet Evanovich;en-US;Excellent;42095;84363;genre fiction;846.37;507.822;18.080,00  ;1006;Penguin Group (USA) LLC;2862;Eleven on Top;Nein;Eleven on Top;Nein
2005;Tintenblut;Cornelia Funke, Anthea Bell;eng;Intermediate;33298;82291;genre fiction;789.87;473.922;36.312,00  ;1007;Amazon Digital Services,  Inc.;2862;Tintenblut (Cornelia Funke);Nein;Tintenblut (Cornelia Funke);Nein
2003;Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto;Chuck Klosterman;en-US;Intermediate;27454;56548;genre fiction;111.87;67.122;0.99;1007;Amazon Digital Services,  Inc.;2862;Sex, Drugs, and Cocoa Puffs;Nein;Sex, Drugs, and Cocoa Puffs;Nein
1945;Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder;Evelyn Waugh;eng;Intermediate;36220;69087;nonfiction;224.87;134.922;36.161,00  ;1008;Amazon Digital Services,  Inc.;2862;Brideshead Revisited;Ja;Brideshead Revisited;Ja
2007;White Night;Jim Butcher;en-US;Famous;15067;73534;fiction;111.87;67.122;0.99;1009;Amazon Digital Services,  Inc.;2862;White Night (Jim Butcher);Nein;White Night (Jim Butcher);Nein
2014;The Miniaturist;Jessie Burton;eng;Intermediate;21245;56344;genre fiction;224.87;134.922;36.161,00  ;1010;HarperCollins Publishers;2862;The Miniaturist;Ja;The Miniaturist;Ja
1984;Dragons of Autumn Twilight;Margaret Weis, Tracy Hickman;en-US;Excellent;45720;76219;nonfiction;992.14;595.284;28.703,00  ;1011;Simon and Schuster Digital Sales Inc;2862;Dragons of Autumn Twilight;Nein;Dragons of Autumn Twilight;Nein
2006;The Lost Colony;Eoin Colfer;en-US;Excellent;45661;103844;nonfiction;282.5;169.5;45.779,00  ;1012;Amazon Digital Services,  Inc.;2862;The Lost Colony;Nein;The Lost Colony;Nein
2006;Extras;Scott Westerfeld;en-US;Intermediate;21610;85873;genre fiction;110.88;66.528;0.99;1013;Amazon Digital Services,  Inc.;2862;Extras (Westerfeld);Nein;Extras (Westerfeld);Nein
2005;The Burning Bridge;John Flanagan;en-US;Excellent;46844;74156;nonfiction;838.88;503.328;18.080,00  ;1015;Macmillan;2862;The Burning Bridge;Nein;The Burning Bridge;Nein
2014;The Book of Life;Deborah Harkness;eng;Excellent;42095;63027;genre fiction;334.88;0.0;36.192,00  ;1019;Amazon Digital Services,  Inc.;2862;The Book of Life;Ja;The Book of Life;Ja
1992;The Artist's Way: A Spiritual Path to Higher Creativity;Julia Cameron;eng;Intermediate;32568;66049;genre fiction;670.88;0.0;36.281,00  ;1020;Amazon Digital Services,  Inc.;4480;The Artist's Way;Nein;The Artist's Way;Nein
1992;The Stinky Cheese Man and Other Fairly Stupid Tales;Jon Scieszka, Lane Smith;eng;Excellent;45692;78487;nonfiction;334.88;200.928;36.192,00  ;1020;Amazon Digital Services,  Inc.;4480;The Stinky Cheese Man;Nein;The Stinky Cheese Man;Nein
2009;Horns;Joe Hill;en-US;Intermediate;33664;66287;nonfiction;334.88;200.928;36.192,00  ;1022;Hachette Book Group;4480;Horns (Joe Hill);Ja;Horns (Joe Hill);Ja
2011;Catherine the Great: Portrait of a Woman;Robert K. Massie;en-CA;Intermediate;33298;66591;genre fiction;110.88;0.0;0.99;1023;Amazon Digital Services,  Inc.;4480;Catherine the Great;Ja;Catherine the Great;Ja
2009;The Year of the Flood;Margaret Atwood;eng;Excellent;45781;68597;genre fiction;894.88;536.928;36.342,00  ;1024;Simon and Schuster Digital Sales Inc;4480;The Year of the Flood;Nein;The Year of the Flood;Nein
2009;Winter Garden;Kristin Hannah;en-GB;Excellent;41365;66577;genre fiction;334.88;0.0;36.192,00  ;1027;Amazon Digital Services,  Inc.;4480;Winter Garden;Ja;Winter Garden;Ja
2003;The King of Torts;John Grisham;eng;Intermediate;24532;61835;nonfiction;670.88;402.528;36.281,00  ;1027;HarperCollins Publishers;4480;The King of Torts;Nein;The King of Torts;Nein
2006;Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10;Marcus Luttrell, Patrick Robinson;eng;Excellent;12510;46551;genre fiction;446.88;0.0;36.220,00  ;1030;Amazon Digital Services,  Inc.;4440;Lone Survivor;Ja;Lone Survivor;Ja
2008;The 3 Mistakes of My Life;Chetan Bhagat;eng;Intermediate;35462;53331;genre fiction;894.88;536.928;36.342,00  ;1032;Random House LLC;4440;The 3 Mistakes of My Life;Ja;The 3 Mistakes of My Life;Ja
1926;The Murder of Roger Ackroyd;Agatha Christie;eng;Excellent;45692;71354;nonfiction;842.24;505.344;19.176,00  ;1032;Amazon Digital Services,  Inc.;4440;The Murder of Roger Ackroyd;Nein;The Murder of Roger Ackroyd;Nein
1940;Native Son ;Richard Wright;eng;Intermediate;35125;66194;genre fiction;334.88;0.0;36.192,00  ;1033;Amazon Digital Services,  Inc.;4440;Native Son;Ja;Native Son;Ja
2008;Shadow's Edge;Brent Weeks;en-US;Excellent;46478;66390;genre fiction;1326.08;795.648;30.987,00  ;1033;Random House LLC;4440;Shadow's Edge;Nein;Shadow's Edge;Nein
2011;Under the Never Sky;Veronica Rossi;en-GB;Excellent;45661;74029;genre fiction;446.88;0.0;36.220,00  ;1034;Amazon Digital Services,  Inc.;4440;Under the Never Sky;Nein;Under the Never Sky;Nein
2003;True Believer;Nicholas Sparks;en-US;Intermediate;45872;62840;genre fiction;558.88;0.0;36.251,00  ;1035;Amazon Digital Services,  Inc.;4440;True Believer;Ja;True Believer;Ja
2011;The Lean Startupâ€Ž;Eric Ries;en-US;Excellent;45751;86284;genre fiction;110.88;66.528;0.99;1036;Amazon Digital Services,  Inc.;4440;The Lean Startup;Nein;The Lean Startup;Nein
2012;The Golden Lily;Richelle Mead;en-US;Excellent;13241;86929;genre fiction;1230.88;738.528;36.434,00  ;1037;Penguin Group (USA) LLC;4440;The Golden Lily;Nein;The Golden Lily;Nein
2008;Chasing Harry Winston;Lauren Weisberger;eng;Novice;11749;63342;genre fiction;558.88;335.328;36.251,00  ;1042;Random House LLC;4440;Chasing Harry Winston;Nein;Chasing Harry Winston;Nein
1983;Magician's Gambit;David Eddings;;Excellent;41365;69616;genre fiction;334.88;0.0;36.192,00  ;1042;Amazon Digital Services,  Inc.;4440;Magician's Gambit;Nein;Magician's Gambit;Nein
2009;;Roberto Aguirre-Sacasa, Stephen King, Mike Perkins, Laura       Martin;eng;Famous;15797;57279;genre fiction;838.88;503.328;18.080,00  ;1043;Penguin Group (USA) LLC;4440;;;Rise and Fall of the Third Reich;Nein
1960;The Rise and Fall of the Third Reich: A History of Nazi Germany;William L. Shirer;eng;Excellent;42095;64391;genre fiction;334.88;200.928;36.192,00  ;1044;HarperCollins Publishers;4440;Rise and Fall of the Third Reich;Nein;A Long Way Down;Ja
2005;A Long Way Down;Nick Hornby;eng;Novice;15036;59843;nonfiction;446.88;268.128;36.220,00  ;1046;Hachette Book Group;4440;A Long Way Down;Ja;Out from Boneville;Nein
1993;Out from Boneville;Jeff Smith, Steve Hamaker;eng;Excellent;42461;62330;genre fiction;670.88;0.0;36.281,00  ;1048;Amazon Digital Services,  Inc.;4400;Out from Boneville;Nein;Rose Madder;Ja
1995;Rose Madder;Stephen King;eng;Intermediate;24167;70921;genre fiction;222.88;133.728;36.161,00  ;1049;Simon and Schuster Digital Sales Inc;4400;Rose Madder;Ja;Die Trying (Jack Reacher, #2);Nein
1998;Die Trying (Jack Reacher, #2);Lee Child;en-US;Intermediate;4.0;62128;genre fiction;334.88;200.928;36.192,00  ;1050;Macmillan;4400;Die Trying (Jack Reacher, #2);Nein;Beautiful Chaos;Nein
2011;Beautiful Chaos;Kami Garcia, Margaret Stohl, Paz Pruneda;en-US;Intermediate;34759;69709;genre fiction;222.88;133.728;36.161,00  ;1050;Hachette Book Group;4400;Beautiful Chaos;Nein;Keeping Faith;Ja
1999;Keeping Faith;Jodi Picoult;;Intermediate;28915;62405;genre fiction;109.89;0.0;0.99;1052;Amazon Digital Services,  Inc.;4400;Keeping Faith;Ja;Heart-Shaped Box;Nein
2007;Heart-Shaped Box;Joe Hill;en-US;Intermediate;30011;65005;genre fiction;331.89;0.0;36.192,00  ;1052;Amazon Digital Services,  Inc.;4400;Heart-Shaped Box;Nein;Cabin Fever;Nein
2010;Cabin Fever;Jeff Kinney;eng;Excellent;44287;63347;nonfiction;1330.89;798.534;36.465,00  ;1053;Penguin Group (USA) LLC;4400;Cabin Fever;Nein;Everyone Worth Knowing;Nein
2008;;Brent Weeks;eng;Excellent;47209;64961;fiction;442.89;0.0;36.220,00  ;1054;Amazon Digital Services,  Inc.;4400;;;Redwall;Ja
2005;Everyone Worth Knowing;Lauren Weisberger;en-US;Novice;14305;59932;genre fiction;109.89;0.0;0.99;1055;Amazon Digital Services,  Inc.;4400;Everyone Worth Knowing;Nein;Manifest der Kommunistischen Partei;Nein
1986;Redwall;Brian Jacques;eng;Excellent;45965;73918;genre fiction;331.89;0.0;36.192,00  ;1056;Amazon Digital Services,  Inc.;4400;Redwall;Ja;The Woman in Cabin 10;Nein
1848;Manifest der Kommunistischen Partei;Karl Marx, Friedrich Engels, Gareth Stedman Jones;eng;Intermediate;18688;56464;genre fiction;331.89;0.0;36.192,00  ;1057;Amazon Digital Services,  Inc.;4400;Manifest der Kommunistischen Partei;Nein;The Last of the Mohicans;Ja
2016;The Woman in Cabin 10;Ruth Ware;eng;Intermediate;24532;90541;nonfiction;109.89;65.934;0.99;1058;Amazon Digital Services,  Inc.;4400;The Woman in Cabin 10;Nein;Sophie's Choice;Ja
1826;The Last of the Mohicans: A Narrative of 1757;James Fenimore Cooper;eng;Intermediate;25263;67632;genre fiction;109.89;0.0;0.99;1058;Amazon Digital Services,  Inc.;4400;The Last of the Mohicans;Ja;Shopaholic and Sister;Nein
1979;Sophie's Choice;William Styron;eng;Excellent;43191;66923;nonfiction;220.89;132.534;36.161,00  ;1059;Amazon Digital Services,  Inc.;4400;Sophie's Choice;Ja;The Iron Daughter;Nein
2004;Shopaholic and Sister;Sophie Kinsella;eng;Intermediate;23437;69007;genre fiction;331.89;0.0;36.192,00  ;1059;Amazon Digital Services,  Inc.;4400;Shopaholic and Sister;Nein;The Prayer of Jabez;Nein
2010;The Iron Daughter;Julie Kagawa;eng;Excellent;41365;93340;genre fiction;331.89;0.0;36.192,00  ;1060;Amazon Digital Services,  Inc.;4400;The Iron Daughter;Nein;The Age of Miracles;Nein
2000;The Prayer of Jabez:  Breaking Through to the Blessed Life;Bruce H. Wilkinson;eng;Intermediate;33664;57468;nonfiction;899.1;539.46;45.665,00  ;1061;Amazon Digital Services,  Inc.;4400;The Prayer of Jabez;Nein;Have a Little Faith;Nein
2012;The Age of Miracles;Karen Thompson Walker;eng;Intermediate;23437;61296;genre fiction;1314.24;788.544;30.987,00  ;1062;Random House LLC;4400;The Age of Miracles;Nein;My Life in France;Nein
2009;Have a Little Faith: A True Story;Mitch Albom;en-US;Excellent;42461;60002;nonfiction;220.89;132.534;36.161,00  ;1066;Hachette Book Group;4400;Have a Little Faith;Nein;The Rosie Effect;Nein
2006;My Life in France;Julia Child, Alex Prud'Homme;eng;Excellent;42461;63100;genre fiction;1330.89;798.534;36.465,00  ;1066;Penguin Group (USA) LLC;4400;My Life in France;Nein;The Secret of the Nagas;Nein
2014;The Rosie Effect;Graeme Simsion;eng;Intermediate;20515;27308;genre fiction;1225.44;735.264;45.758,00  ;1068;Macmillan;4360;The Rosie Effect;Nein;Ham on Rye;Nein
2011;The Secret of the Nagas.;Amish Tripathi;eng;Intermediate;35855;50158;genre fiction;109.89;65.934;0.99;1069;Amazon Digital Services,  Inc.;4360;The Secret of the Nagas;Nein;Flipped;Ja
1982;Ham on Rye;Charles Bukowski;;Excellent;42461;54140;genre fiction;196.47;0.0;28.126,00  ;1071;Amazon Digital Services,  Inc.;4360;Ham on Rye;Nein;Emotional Intelligence 2.0;Nein
2001;Flipped;Wendelin Van Draanen;en-US;Intermediate;34394;79264;nonfiction;109.89;0.0;0.99;1072;Amazon Digital Services,  Inc.;4360;Flipped;Ja;Make Way for Ducklings;Ja
2003;Emotional Intelligence 2.0;Travis Bradberry, Jean Greaves, Patrick Lencioni;;Intermediate;29646;53384;genre fiction;109.89;0.0;0.99;1073;Amazon Digital Services,  Inc.;4360;Emotional Intelligence 2.0;Nein;Relic;Nein
1941;Make Way for Ducklings;Robert McCloskey;;Excellent;44287;70704;nonfiction;637.14;382.284;27.150,00  ;1074;HarperCollins Publishers;4360;Make Way for Ducklings;Ja;Notes from a Small Island;Nein
1995;Relic;Douglas Preston, Lincoln Child;eng;Excellent;45661;68011;genre fiction;858.03;514.818;26.846,00  ;1075;Hachette Book Group;4360;Relic;Nein;Small Favor;Nein
1995;Notes from a Small Island;Bill Bryson;eng;Intermediate;33298;66947;genre fiction;442.89;0.0;36.220,00  ;1076;Amazon Digital Services,  Inc.;4360;Notes from a Small Island;Nein;The Walking Dead Compendium Vol 1;Ja
